Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Sigmoïde;OR;493;0,057842;371800;
Sigmoïde;OR;494;0,057615;381100;
Sigmoïde;OR;495;0,057389;371200;
Sigmoïde;OR;496;0,057164;365500;
Sigmoïde;OR;497;0,056941;369100;
Sigmoïde;OR;498;0,056719;366900;
Sigmoïde;OR;499;0,056498;437100;
Sigmoïde;OR;500;0,056279;374100;
Sigmoïde;OR;501;0,056061;370100;
Sigmoïde;OR;502;0,055844;373600;
Sigmoïde;OR;503;0,055628;391000;
Sigmoïde;OR;504;0,055414;376700;
Sigmoïde;OR;505;0,055201;398600;
Sigmoïde;OR;506;0,054989;373200;
Sigmoïde;OR;507;0,054778;378200;
Sigmoïde;OR;508;0,054569;379400;
Sigmoïde;OR;509;0,054360;382400;
Sigmoïde;OR;510;0,054153;376900;
Sigmoïde;OR;511;0,053947;378800;
Sigmoïde;OR;512;0,053742;381100;
Sigmoïde;OR;513;0,053539;411500;
Sigmoïde;OR;514;0,053336;391000;
Sigmoïde;OR;515;0,053135;403600;
Sigmoïde;OR;516;0,052934;389300;
Sigmoïde;OR;517;0,052735;388200;
Sigmoïde;OR;518;0,052537;386200;
Sigmoïde;OR;519;0,052340;382800;
Sigmoïde;OR;520;0,052144;383100;
Sigmoïde;OR;521;0,051950;386800;
Sigmoïde;OR;522;0,051756;388100;
Sigmoïde;OR;523;0,051563;408100;
Sigmoïde;OR;524;0,051372;413500;
Sigmoïde;OR;525;0,051181;394700;
Sigmoïde;OR;526;0,050992;407500;
Sigmoïde;OR;527;0,050803;391900;
Sigmoïde;OR;528;0,050616;399300;
Sigmoïde;OR;529;0,050430;391000;
Sigmoïde;OR;530;0,050244;392700;
Sigmoïde;OR;531;0,050060;396100;
Sigmoïde;OR;532;0,049877;393800;
Sigmoïde;OR;533;0,049694;401400;
Sigmoïde;OR;534;0,049513;419500;
Sigmoïde;OR;535;0,049333;400300;
Sigmoïde;OR;536;0,049153;419200;
Sigmoïde;OR;537;0,048975;418400;
Sigmoïde;OR;538;0,048798;407300;
Sigmoïde;OR;539;0,048621;461300;
Sigmoïde;OR;540;0,048446;420900;
Sigmoïde;OR;541;0,048271;403200;
Sigmoïde;OR;542;0,048097;404600;
Sigmoïde;OR;543;0,047925;401600;
Sigmoïde;OR;544;0,047753;458600;
Sigmoïde;OR;545;0,047582;408200;
Sigmoïde;OR;546;0,047412;422100;
Sigmoïde;OR;547;0,047243;423000;
Sigmoïde;OR;548;0,047075;424700;
Sigmoïde;OR;549;0,046907;407400;
Sigmoïde;OR;550;0,046741;416600;
Sigmoïde;OR;551;0,046575;405800;
Sigmoïde;OR;552;0,046411;417800;
Sigmoïde;OR;553;0,046247;407900;
Sigmoïde;OR;554;0,046084;449300;
Sigmoïde;OR;555;0,045922;414700;
Sigmoïde;OR;556;0,045761;430100;
Sigmoïde;OR;557;0,045600;411600;
Sigmoïde;OR;558;0,045441;414900;
Sigmoïde;OR;559;0,045282;415200;
Sigmoïde;OR;560;0,045124;418200;
Sigmoïde;OR;561;0,044967;413700;
Sigmoïde;OR;562;0,044810;417200;
Sigmoïde;OR;563;0,044655;424600;
Sigmoïde;OR;564;0,044500;471500;
Sigmoïde;OR;565;0,044346;419200;
Sigmoïde;OR;566;0,044193;442200;
Sigmoïde;OR;567;0,044041;418600;
Sigmoïde;OR;568;0,043889;430100;
Sigmoïde;OR;569;0,043739;420900;
Sigmoïde;OR;570;0,043589;424000;
Sigmoïde;OR;571;0,043439;420500;
Sigmoïde;OR;572;0,043291;430400;
Sigmoïde;OR;573;0,043143;455100;
Sigmoïde;OR;574;0,042996;431100;
Sigmoïde;OR;575;0,042850;701700;
Sigmoïde;OR;576;0,042705;459300;
Sigmoïde;OR;577;0,042560;430100;
Sigmoïde;OR;578;0,042416;428500;
Sigmoïde;OR;579;0,042273;430200;
Sigmoïde;OR;580;0,042130;428000;
Sigmoïde;OR;581;0,041988;432600;
Sigmoïde;OR;582;0,041847;463800;
Sigmoïde;OR;583;0,041707;454800;
Sigmoïde;OR;584;0,041567;459700;
Sigmoïde;OR;585;0,041428;439400;
Sigmoïde;OR;586;0,041289;436800;
Sigmoïde;OR;587;0,041152;433100;
Sigmoïde;OR;588;0,041015;459500;
Sigmoïde;OR;589;0,040878;445700;
Sigmoïde;OR;590;0,040743;437200;
Sigmoïde;OR;591;0,040608;444900;
Sigmoïde;OR;592;0,040473;472300;
Sigmoïde;OR;593;0,040340;472800;
Sigmoïde;OR;594;0,040207;451000;
Sigmoïde;OR;595;0,040074;439500;
Sigmoïde;OR;596;0,039943;449100;
Sigmoïde;OR;597;0,039812;439900;
Sigmoïde;OR;598;0,039681;445400;
Sigmoïde;OR;599;0,039552;448800;
Sigmoïde;OR;600;0,039422;454000;
Sigmoïde;OR;601;0,039294;476000;
Sigmoïde;OR;602;0,039166;454900;
Sigmoïde;OR;603;0,039039;455800;
Sigmoïde;OR;604;0,038912;448400;
Sigmoïde;OR;605;0,038786;447100;
Sigmoïde;OR;606;0,038661;451500;
Sigmoïde;OR;607;0,038536;452400;
Sigmoïde;OR;608;0,038412;458600;
Sigmoïde;OR;609;0,038288;525500;
Sigmoïde;OR;610;0,038165;492300;
Sigmoïde;OR;611;0,038042;467400;
Sigmoïde;OR;612;0,037920;462700;
Sigmoïde;OR;613;0,037799;457700;
Sigmoïde;OR;614;0,037678;465500;
Sigmoïde;OR;615;0,037558;460300;
Sigmoïde;OR;616;0,037439;457500;
Sigmoïde;OR;617;0,037320;453800;
Sigmoïde;OR;618;0,037201;476800;
Sigmoïde;OR;619;0,037083;501100;
Sigmoïde;OR;620;0,036966;473100;
Sigmoïde;OR;621;0,036849;464200;
Sigmoïde;OR;622;0,036733;463100;
Sigmoïde;OR;623;0,036617;464400;
Sigmoïde;OR;624;0,036502;465200;
Sigmoïde;OR;625;0,036388;462300;
Sigmoïde;OR;626;0,036273;460400;
Sigmoïde;OR;627;0,036160;505400;
Sigmoïde;OR;628;0,036047;478900;
Sigmoïde;OR;629;0,035934;480800;
Sigmoïde;OR;630;0,035822;467800;
Sigmoïde;OR;631;0,035711;470900;
Sigmoïde;OR;632;0,035600;476000;
Sigmoïde;OR;633;0,035490;465600;
Sigmoïde;OR;634;0,035380;469400;
Sigmoïde;OR;635;0,035270;496400;
Sigmoïde;OR;636;0,035161;498700;
Sigmoïde;OR;637;0,035053;500200;
