Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Tanh;AND;446;0,325351;490300;
Tanh;AND;447;0,158203;492200;
Tanh;AND;448;0,340089;515800;
Tanh;AND;449;0,335645;494800;
Tanh;AND;450;0,195565;663400;
Tanh;AND;451;0,336112;683000;
Tanh;AND;452;0,327983;518000;
Tanh;AND;453;0,160599;501600;
Tanh;AND;454;0,210720;496000;
Tanh;AND;455;0,160454;669600;
Tanh;AND;456;0,325509;509200;
Tanh;AND;457;0,284907;497100;
Tanh;AND;458;0,325384;510400;
Tanh;AND;459;0,176341;529300;
Tanh;AND;460;0,159929;548800;
Tanh;AND;461;0,332929;503000;
Tanh;AND;462;0,155284;554100;
Tanh;AND;463;0,194304;535500;
Tanh;AND;464;0,308116;522400;
Tanh;AND;465;0,307318;505200;
Tanh;AND;466;0,327627;529800;
Tanh;AND;467;0,155831;514900;
Tanh;AND;468;0,151381;534100;
Tanh;AND;469;0,154232;585900;
Tanh;AND;470;0,264465;518000;
Tanh;AND;471;0,294598;518600;
Tanh;AND;472;0,155852;517400;
Tanh;AND;473;0,304150;583900;
Tanh;AND;474;0,284423;563900;
Tanh;AND;475;0,153091;517200;
Tanh;AND;476;0,179269;632200;
Tanh;AND;477;0,152350;553200;
Tanh;AND;478;0,307726;525300;
Tanh;AND;479;0,235749;538700;
Tanh;AND;480;0,320898;950600;
Tanh;AND;481;0,151717;851800;
Tanh;AND;482;0,151385;860900;
Tanh;AND;483;0,234021;1205100;
Tanh;AND;484;0,150269;803600;
Tanh;AND;485;0,151467;531600;
Tanh;AND;486;0,269486;654900;
Tanh;AND;487;0,151619;547600;
Tanh;AND;488;0,163050;562700;
Tanh;AND;489;0,284036;800900;
Tanh;AND;490;0,308536;534900;
Tanh;AND;491;0,271488;550200;
Tanh;AND;492;0,198666;581200;
Tanh;AND;493;0,147068;528300;
Tanh;AND;494;0,300575;558600;
Tanh;AND;495;0,147392;549300;
Tanh;AND;496;0,147982;561600;
Tanh;AND;497;0,298476;534900;
Tanh;AND;498;0,146123;557200;
Tanh;AND;499;0,214801;553500;
Tanh;AND;500;0,250906;541300;
Tanh;AND;501;0,307450;535400;
Tanh;AND;502;0,250681;726800;
Tanh;AND;503;0,202607;766600;
Tanh;AND;504;0,143762;726800;
Tanh;AND;505;0,288156;819400;
Tanh;AND;506;0,143488;1032800;
Tanh;AND;507;0,142044;719300;
Tanh;AND;508;0,274683;696900;
Tanh;AND;509;0,144127;589300;
Tanh;AND;510;0,141954;551000;
Tanh;AND;511;0,286190;914500;
Tanh;AND;512;0,286204;777200;
Tanh;AND;513;0,296422;766100;
Tanh;AND;514;0,142909;560500;
Tanh;AND;515;0,142592;660900;
Tanh;AND;516;0,193314;890100;
Tanh;AND;517;0,147028;580500;
Tanh;AND;518;0,167657;625800;
Tanh;AND;519;0,138690;668400;
Tanh;AND;520;0,137704;3790700;
Tanh;AND;521;0,139475;717200;
Tanh;AND;522;0,255026;670600;
Tanh;AND;523;0,140835;560300;
Tanh;AND;524;0,221037;566200;
Tanh;AND;525;0,186543;562900;
Tanh;AND;526;0,259922;569800;
Tanh;AND;527;0,136014;564600;
Tanh;AND;528;0,292879;565400;
Tanh;AND;529;0,289199;570100;
Tanh;AND;530;0,189617;583600;
Tanh;AND;531;0,289793;579000;
Tanh;AND;532;0,291384;573500;
Tanh;AND;533;0,136468;570200;
Tanh;AND;534;0,238605;574100;
Tanh;AND;535;0,148928;588400;
Tanh;AND;536;0,246007;578200;
Tanh;AND;537;0,159431;602900;
Tanh;AND;538;0,273603;593300;
Tanh;AND;539;0,136310;628000;
Tanh;AND;540;0,135480;582200;
Tanh;AND;541;0,201312;615300;
Tanh;AND;542;0,134518;613100;
Tanh;AND;543;0,136093;576900;
Tanh;AND;544;0,253511;577600;
Tanh;AND;545;0,135873;588800;
Tanh;AND;546;0,189712;751900;
Tanh;AND;547;0,219172;590100;
Tanh;AND;548;0,277416;605000;
Tanh;AND;549;0,183831;632400;
Tanh;AND;550;0,249361;638100;
Tanh;AND;551;0,216124;606100;
Tanh;AND;552;0,270377;644600;
Tanh;AND;553;0,187740;682100;
Tanh;AND;554;0,200923;912500;
Tanh;AND;555;0,251033;908000;
Tanh;AND;556;0,261418;910600;
Tanh;AND;557;0,279120;916000;
Tanh;AND;558;0,131592;916200;
Tanh;AND;559;0,163851;878800;
Tanh;AND;560;0,131384;881900;
Tanh;AND;561;0,273389;794000;
Tanh;AND;562;0,272854;603900;
Tanh;AND;563;0,190201;626900;
Tanh;AND;564;0,260603;614300;
Tanh;AND;565;0,264385;662400;
Tanh;AND;566;0,173506;1053100;
Tanh;AND;567;0,274122;813100;
Tanh;AND;568;0,254980;778100;
Tanh;AND;569;0,130164;641400;
Tanh;AND;570;0,126388;778100;
Tanh;AND;571;0,130438;793800;
Tanh;AND;572;0,251068;782600;
Tanh;AND;573;0,267796;633300;
Tanh;AND;574;0,161356;618500;
