Fonction;Operation;nbIteration;Marge d'erreur (%);Temps d'entrainement(nanosecondes);
Tanh;XOR;502;0,002915;541200;
Tanh;XOR;503;0,002903;646100;
Tanh;XOR;504;0,002891;555800;
Tanh;XOR;505;0,002879;551500;
Tanh;XOR;506;0,002867;542700;
Tanh;XOR;507;0,002855;544800;
Tanh;XOR;508;0,002843;549400;
Tanh;XOR;509;0,002831;590600;
Tanh;XOR;510;0,002820;553400;
Tanh;XOR;511;0,002808;549000;
Tanh;XOR;512;0,002797;561500;
Tanh;XOR;513;0,002785;560000;
Tanh;XOR;514;0,002774;554000;
Tanh;XOR;515;0,002762;552500;
Tanh;XOR;516;0,002751;553700;
Tanh;XOR;517;0,002740;555200;
Tanh;XOR;518;0,002729;572700;
Tanh;XOR;519;0,002718;570200;
Tanh;XOR;520;0,002707;557900;
Tanh;XOR;521;0,002696;561700;
Tanh;XOR;522;0,002685;559300;
Tanh;XOR;523;0,002674;561200;
Tanh;XOR;524;0,002664;561600;
Tanh;XOR;525;0,002653;573800;
Tanh;XOR;526;0,002643;564900;
Tanh;XOR;527;0,002632;569300;
Tanh;XOR;528;0,002622;583200;
Tanh;XOR;529;0,002611;571400;
Tanh;XOR;530;0,002601;572600;
Tanh;XOR;531;0,002591;572500;
Tanh;XOR;532;0,002580;746800;
Tanh;XOR;533;0,002570;572100;
Tanh;XOR;534;0,002560;575800;
Tanh;XOR;535;0,002550;585100;
Tanh;XOR;536;0,002540;583600;
Tanh;XOR;537;0,002530;589900;
Tanh;XOR;538;0,002520;579800;
Tanh;XOR;539;0,002511;581300;
Tanh;XOR;540;0,002501;595900;
Tanh;XOR;541;0,002491;582900;
Tanh;XOR;542;0,002482;581100;
Tanh;XOR;543;0,002472;586100;
Tanh;XOR;544;0,002462;612000;
Tanh;XOR;545;0,002453;586900;
Tanh;XOR;546;0,002444;585200;
Tanh;XOR;547;0,002434;602900;
Tanh;XOR;548;0,002425;613000;
Tanh;XOR;549;0,002416;602900;
Tanh;XOR;550;0,002406;598300;
Tanh;XOR;551;0,002397;593600;
Tanh;XOR;552;0,002388;604000;
Tanh;XOR;553;0,002379;599700;
Tanh;XOR;554;0,002370;594200;
Tanh;XOR;555;0,002361;598100;
Tanh;XOR;556;0,002352;595700;
Tanh;XOR;557;0,002343;600500;
Tanh;XOR;558;0,002335;728900;
Tanh;XOR;559;0,002326;614800;
Tanh;XOR;560;0,002317;603900;
Tanh;XOR;561;0,002309;609000;
Tanh;XOR;562;0,002300;605200;
Tanh;XOR;563;0,002291;603300;
Tanh;XOR;564;0,002283;619600;
Tanh;XOR;565;0,002274;629300;
Tanh;XOR;566;0,002266;606000;
Tanh;XOR;567;0,002258;607700;
Tanh;XOR;568;0,002249;614700;
Tanh;XOR;569;0,002241;615100;
Tanh;XOR;570;0,002233;611700;
Tanh;XOR;571;0,002225;616300;
Tanh;XOR;572;0,002217;612300;
Tanh;XOR;573;0,002208;616100;
Tanh;XOR;574;0,002200;617600;
Tanh;XOR;575;0,002192;620100;
Tanh;XOR;576;0,002184;651800;
Tanh;XOR;577;0,002176;623800;
Tanh;XOR;578;0,002169;619200;
Tanh;XOR;579;0,002161;623100;
Tanh;XOR;580;0,002153;640500;
Tanh;XOR;581;0,002145;623700;
Tanh;XOR;582;0,002138;638300;
Tanh;XOR;583;0,002130;703300;
Tanh;XOR;584;0,002122;653700;
Tanh;XOR;585;0,002115;635300;
Tanh;XOR;586;0,002107;629300;
Tanh;XOR;587;0,002100;639600;
Tanh;XOR;588;0,002092;634500;
Tanh;XOR;589;0,002085;632000;
Tanh;XOR;590;0,002077;631400;
Tanh;XOR;591;0,002070;635900;
Tanh;XOR;592;0,002063;635600;
Tanh;XOR;593;0,002055;658000;
Tanh;XOR;594;0,002048;660200;
Tanh;XOR;595;0,002041;637600;
Tanh;XOR;596;0,002034;692100;
Tanh;XOR;597;0,002027;646400;
Tanh;XOR;598;0,002020;639800;
Tanh;XOR;599;0,002012;644600;
Tanh;XOR;600;0,002005;650700;
Tanh;XOR;601;0,001998;654700;
Tanh;XOR;602;0,001992;644500;
Tanh;XOR;603;0,001985;645000;
Tanh;XOR;604;0,001978;653000;
Tanh;XOR;605;0,001971;653800;
Tanh;XOR;606;0,001964;654400;
Tanh;XOR;607;0,001957;672800;
Tanh;XOR;608;0,001951;756300;
Tanh;XOR;609;0,001944;671500;
Tanh;XOR;610;0,001937;662100;
Tanh;XOR;611;0,001931;672200;
Tanh;XOR;612;0,001924;658100;
Tanh;XOR;613;0,001918;659500;
Tanh;XOR;614;0,001911;657000;
Tanh;XOR;615;0,001904;669200;
Tanh;XOR;616;0,001898;659200;
Tanh;XOR;617;0,001892;677700;
Tanh;XOR;618;0,001885;664900;
Tanh;XOR;619;0,001879;664700;
Tanh;XOR;620;0,001873;664600;
Tanh;XOR;621;0,001866;667100;
Tanh;XOR;622;0,001860;689700;
Tanh;XOR;623;0,001854;667000;
Tanh;XOR;624;0,001847;672400;
Tanh;XOR;625;0,001841;668400;
Tanh;XOR;626;0,001835;676900;
Tanh;XOR;627;0,001829;690200;
Tanh;XOR;628;0,001823;674500;
Tanh;XOR;629;0,001817;673100;
Tanh;XOR;630;0,001811;684100;
Tanh;XOR;631;0,001805;677900;
Tanh;XOR;632;0,001799;766400;
Tanh;XOR;633;0,001793;699100;
Tanh;XOR;634;0,001787;678400;
Tanh;XOR;635;0,001781;684500;
Tanh;XOR;636;0,001775;684700;
Tanh;XOR;637;0,001770;701200;
Tanh;XOR;638;0,001764;683100;
Tanh;XOR;639;0,001758;718100;
Tanh;XOR;640;0,001752;714500;
Tanh;XOR;641;0,001747;831000;
Tanh;XOR;642;0,001741;686700;
Tanh;XOR;643;0,001735;701900;
Tanh;XOR;644;0,001730;671900;
Tanh;XOR;645;0,001724;688800;
Tanh;XOR;646;0,001718;672200;
Tanh;XOR;647;0,001713;675700;
Tanh;XOR;648;0,001707;682400;
Tanh;XOR;649;0,001702;684500;
Tanh;XOR;650;0,001696;681500;
Tanh;XOR;651;0,001691;701100;
Tanh;XOR;652;0,001686;690200;
Tanh;XOR;653;0,001680;706400;
Tanh;XOR;654;0,001675;704600;
Tanh;XOR;655;0,001669;733700;
Tanh;XOR;656;0,001664;696200;
Tanh;XOR;657;0,001659;688500;
Tanh;XOR;658;0,001654;697000;
Tanh;XOR;659;0,001648;688500;
Tanh;XOR;660;0,001643;689600;
Tanh;XOR;661;0,001638;695600;
Tanh;XOR;662;0,001633;697100;
Tanh;XOR;663;0,001628;689900;
Tanh;XOR;664;0,001623;693500;
Tanh;XOR;665;0,001617;708100;
Tanh;XOR;666;0,001612;715100;
Tanh;XOR;667;0,001607;699000;
Tanh;XOR;668;0,001602;697900;
Tanh;XOR;669;0,001597;698800;
Tanh;XOR;670;0,001592;700200;
Tanh;XOR;671;0,001587;700600;
Tanh;XOR;672;0,001582;703200;
Tanh;XOR;673;0,001578;703100;
Tanh;XOR;674;0,001573;703800;
Tanh;XOR;675;0,001568;709400;
Tanh;XOR;676;0,001563;705400;
Tanh;XOR;677;0,001558;781000;
Tanh;XOR;678;0,001553;729700;
Tanh;XOR;679;0,001549;716300;
Tanh;XOR;680;0,001544;709900;
Tanh;XOR;681;0,001539;730200;
Tanh;XOR;682;0,001534;747000;
Tanh;XOR;683;0,001530;713400;
Tanh;XOR;684;0,001525;714100;
Tanh;XOR;685;0,001520;715700;
Tanh;XOR;686;0,001516;719000;
Tanh;XOR;687;0,001511;719800;
Tanh;XOR;688;0,001507;730100;
Tanh;XOR;689;0,001502;727600;
Tanh;XOR;690;0,001498;717600;
Tanh;XOR;691;0,001493;722100;
Tanh;XOR;692;0,001489;725300;
Tanh;XOR;693;0,001484;731700;
Tanh;XOR;694;0,001480;744700;
Tanh;XOR;695;0,001475;728100;
Tanh;XOR;696;0,001471;728500;
Tanh;XOR;697;0,001466;726600;
Tanh;XOR;698;0,001462;734400;
Tanh;XOR;699;0,001458;785900;
Tanh;XOR;700;0,001453;759200;
Tanh;XOR;701;0,001449;738100;
Tanh;XOR;702;0,001445;733200;
