Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;XOR;245;50,000000;226000;
Sigmoïde;XOR;246;50,000000;229500;
Sigmoïde;XOR;247;50,000000;229900;
Sigmoïde;XOR;248;50,000000;230900;
Sigmoïde;XOR;249;50,000000;238000;
Sigmoïde;XOR;250;50,000000;232600;
Sigmoïde;XOR;251;50,000000;234100;
Sigmoïde;XOR;252;50,000000;370400;
Sigmoïde;XOR;253;50,000000;250300;
Sigmoïde;XOR;254;75,000000;236800;
Sigmoïde;XOR;255;75,000000;238000;
Sigmoïde;XOR;256;75,000000;238600;
Sigmoïde;XOR;257;75,000000;244000;
Sigmoïde;XOR;258;75,000000;239000;
Sigmoïde;XOR;259;50,000000;240700;
Sigmoïde;XOR;260;50,000000;243100;
Sigmoïde;XOR;261;50,000000;240900;
Sigmoïde;XOR;262;50,000000;243500;
Sigmoïde;XOR;263;50,000000;244300;
Sigmoïde;XOR;264;50,000000;250100;
Sigmoïde;XOR;265;50,000000;245600;
Sigmoïde;XOR;266;50,000000;247300;
Sigmoïde;XOR;267;50,000000;247900;
Sigmoïde;XOR;268;50,000000;249400;
Sigmoïde;XOR;269;50,000000;248700;
Sigmoïde;XOR;270;50,000000;249500;
Sigmoïde;XOR;271;50,000000;250700;
Sigmoïde;XOR;272;50,000000;255500;
Sigmoïde;XOR;273;50,000000;252800;
Sigmoïde;XOR;274;50,000000;253200;
Sigmoïde;XOR;275;50,000000;253500;
Sigmoïde;XOR;276;50,000000;257700;
Sigmoïde;XOR;277;50,000000;255600;
Sigmoïde;XOR;278;50,000000;258600;
Sigmoïde;XOR;279;50,000000;349700;
Sigmoïde;XOR;280;50,000000;263900;
Sigmoïde;XOR;281;50,000000;259800;
Sigmoïde;XOR;282;50,000000;335700;
Sigmoïde;XOR;283;50,000000;381700;
Sigmoïde;XOR;284;50,000000;261800;
Sigmoïde;XOR;285;50,000000;263700;
Sigmoïde;XOR;286;50,000000;267600;
Sigmoïde;XOR;287;50,000000;264700;
Sigmoïde;XOR;288;50,000000;265500;
Sigmoïde;XOR;289;50,000000;266500;
Sigmoïde;XOR;290;50,000000;268200;
Sigmoïde;XOR;291;50,000000;269300;
Sigmoïde;XOR;292;50,000000;269500;
Sigmoïde;XOR;293;50,000000;276000;
Sigmoïde;XOR;294;50,000000;273200;
Sigmoïde;XOR;295;50,000000;340300;
Sigmoïde;XOR;296;50,000000;274700;
Sigmoïde;XOR;297;50,000000;275000;
Sigmoïde;XOR;298;50,000000;276500;
Sigmoïde;XOR;299;50,000000;277500;
Sigmoïde;XOR;300;50,000000;282200;
Sigmoïde;XOR;301;50,000000;277700;
Sigmoïde;XOR;302;50,000000;278700;
Sigmoïde;XOR;303;50,000000;342900;
Sigmoïde;XOR;304;50,000000;279900;
Sigmoïde;XOR;305;50,000000;282300;
Sigmoïde;XOR;306;50,000000;282100;
Sigmoïde;XOR;307;50,000000;288000;
Sigmoïde;XOR;308;50,000000;283600;
Sigmoïde;XOR;309;50,000000;303300;
