Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;OR;284;100,000000;279200;
Sigmoïde;OR;285;100,000000;276300;
Sigmoïde;OR;286;100,000000;277900;
Sigmoïde;OR;287;100,000000;279100;
Sigmoïde;OR;288;100,000000;396000;
Sigmoïde;OR;289;100,000000;278700;
Sigmoïde;OR;290;100,000000;281200;
Sigmoïde;OR;291;100,000000;286900;
Sigmoïde;OR;292;100,000000;282100;
Sigmoïde;OR;293;100,000000;283200;
Sigmoïde;OR;294;100,000000;284900;
Sigmoïde;OR;295;100,000000;285100;
Sigmoïde;OR;296;100,000000;285700;
Sigmoïde;OR;297;100,000000;287500;
Sigmoïde;OR;298;100,000000;291700;
Sigmoïde;OR;299;100,000000;288900;
Sigmoïde;OR;300;100,000000;291000;
Sigmoïde;OR;301;100,000000;290300;
Sigmoïde;OR;302;100,000000;291400;
Sigmoïde;OR;303;100,000000;294600;
Sigmoïde;OR;304;100,000000;297800;
Sigmoïde;OR;305;100,000000;296100;
Sigmoïde;OR;306;100,000000;296200;
Sigmoïde;OR;307;100,000000;297600;
Sigmoïde;OR;308;100,000000;297500;
Sigmoïde;OR;309;100,000000;304200;
Sigmoïde;OR;310;100,000000;300700;
Sigmoïde;OR;311;100,000000;306400;
Sigmoïde;OR;312;100,000000;301900;
Sigmoïde;OR;313;100,000000;303900;
Sigmoïde;OR;314;100,000000;303600;
Sigmoïde;OR;315;100,000000;304400;
Sigmoïde;OR;316;100,000000;310600;
Sigmoïde;OR;317;100,000000;306600;
Sigmoïde;OR;318;100,000000;309000;
Sigmoïde;OR;319;100,000000;308800;
Sigmoïde;OR;320;100,000000;311100;
Sigmoïde;OR;321;100,000000;309800;
Sigmoïde;OR;322;100,000000;310500;
Sigmoïde;OR;323;100,000000;317000;
Sigmoïde;OR;324;100,000000;314500;
Sigmoïde;OR;325;100,000000;314600;
Sigmoïde;OR;326;100,000000;316600;
Sigmoïde;OR;327;100,000000;316600;
Sigmoïde;OR;328;100,000000;322800;
Sigmoïde;OR;329;100,000000;320000;
Sigmoïde;OR;330;100,000000;319600;
Sigmoïde;OR;331;100,000000;320700;
Sigmoïde;OR;332;100,000000;321000;
Sigmoïde;OR;333;100,000000;323300;
Sigmoïde;OR;334;100,000000;329300;
Sigmoïde;OR;335;100,000000;325700;
Sigmoïde;OR;336;100,000000;325300;
Sigmoïde;OR;337;100,000000;325300;
Sigmoïde;OR;338;100,000000;327200;
Sigmoïde;OR;339;100,000000;421400;
Sigmoïde;OR;340;100,000000;355000;
Sigmoïde;OR;341;100,000000;332000;
Sigmoïde;OR;342;100,000000;331600;
Sigmoïde;OR;343;100,000000;333300;
Sigmoïde;OR;344;100,000000;332500;
Sigmoïde;OR;345;100,000000;334300;
Sigmoïde;OR;346;100,000000;338300;
Sigmoïde;OR;347;100,000000;338000;
Sigmoïde;OR;348;100,000000;338800;
Sigmoïde;OR;349;100,000000;337900;
Sigmoïde;OR;350;100,000000;337600;
Sigmoïde;OR;351;100,000000;338800;
Sigmoïde;OR;352;100,000000;344400;
Sigmoïde;OR;353;100,000000;340600;
Sigmoïde;OR;354;100,000000;344400;
Sigmoïde;OR;355;100,000000;345400;
Sigmoïde;OR;356;100,000000;346600;
Sigmoïde;OR;357;100,000000;347600;
Sigmoïde;OR;358;100,000000;351500;
Sigmoïde;OR;359;100,000000;347700;
Sigmoïde;OR;360;100,000000;348800;
Sigmoïde;OR;361;100,000000;349000;
Sigmoïde;OR;362;100,000000;352400;
Sigmoïde;OR;363;100,000000;356800;
Sigmoïde;OR;364;100,000000;352500;
Sigmoïde;OR;365;100,000000;354700;
Sigmoïde;OR;366;100,000000;355400;
Sigmoïde;OR;367;100,000000;355200;
Sigmoïde;OR;368;100,000000;360800;
Sigmoïde;OR;369;100,000000;359200;
Sigmoïde;OR;370;100,000000;362400;
Sigmoïde;OR;371;100,000000;358400;
Sigmoïde;OR;372;100,000000;360200;
Sigmoïde;OR;373;100,000000;360700;
Sigmoïde;OR;374;100,000000;365500;
Sigmoïde;OR;375;100,000000;363700;
Sigmoïde;OR;376;100,000000;364800;
Sigmoïde;OR;377;100,000000;367700;
Sigmoïde;OR;378;100,000000;368000;
Sigmoïde;OR;379;100,000000;378700;
Sigmoïde;OR;380;100,000000;370000;
Sigmoïde;OR;381;100,000000;368500;
Sigmoïde;OR;382;100,000000;369000;
Sigmoïde;OR;383;100,000000;369300;
Sigmoïde;OR;384;100,000000;477500;
Sigmoïde;OR;385;100,000000;371900;
Sigmoïde;OR;386;100,000000;373200;
Sigmoïde;OR;387;100,000000;374700;
Sigmoïde;OR;388;100,000000;375100;
Sigmoïde;OR;389;100,000000;376700;
Sigmoïde;OR;390;100,000000;379600;
Sigmoïde;OR;391;100,000000;376500;
Sigmoïde;OR;392;100,000000;377800;
Sigmoïde;OR;393;100,000000;497000;
Sigmoïde;OR;394;100,000000;380400;
Sigmoïde;OR;395;100,000000;387800;
Sigmoïde;OR;396;100,000000;382800;
Sigmoïde;OR;397;100,000000;383300;
Sigmoïde;OR;398;100,000000;386000;
Sigmoïde;OR;399;100,000000;390300;
Sigmoïde;OR;400;100,000000;387000;
Sigmoïde;OR;401;100,000000;387600;
Sigmoïde;OR;402;100,000000;388800;
Sigmoïde;OR;403;100,000000;389100;
Sigmoïde;OR;404;100,000000;393900;
Sigmoïde;OR;405;100,000000;392700;
Sigmoïde;OR;406;100,000000;394500;
Sigmoïde;OR;407;100,000000;395700;
